"","D01","D02","D03","D04","D05","D06","D07","D08","D09","B01","B09","B02","B10","B03","B04","B05","B06","B07","B12","B11","B08"
"bin_s4.cct16_sub",0.0769230769230769,0.115384615384615,0.6,0,0.133333333333333,0.04,0.461538461538462,0.727272727272727,0.25,1,0.714285714285714,1,1,0.909090909090909,0.272727272727273,0,0.777777777777778,0,0,0,0.833333333333333
"bin_s4.cct33",0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0
"bin_s4.mtb50",0.230769230769231,0.115384615384615,0,0,0.266666666666667,0,0.153846153846154,0,0.166666666666667,0.3,0,0.08,0.333333333333333,0.303030303030303,0,0,0,0,0,0,0.833333333333333
"bin_s4.vmb27",0.230769230769231,0.0384615384615385,0,0,0.133333333333333,0,0.153846153846154,0,0.166666666666667,0.3,0,0.24,0.5,0.272727272727273,0.0909090909090909,0,0.333333333333333,0,0,0,0.833333333333333
"bin_s4.vmb43",0.153846153846154,0.230769230769231,0,0,0.266666666666667,0,0.153846153846154,0,0.416666666666667,0.3,0,0.48,0.833333333333333,0.666666666666667,0.0909090909090909,0,0.111111111111111,0,0,0,0.833333333333333
"bin_s5.cct0_sub",0.384615384615385,0.769230769230769,0.6,0,0.4,0.08,0.692307692307692,0.727272727272727,0.166666666666667,1,0,1,1,0.939393939393939,0.0909090909090909,0,0.888888888888889,0,0,0,0.833333333333333
"bin_s5.cct41_sub",0.0769230769230769,0,0.4,0,0.133333333333333,0.32,0.538461538461538,0.272727272727273,0.0833333333333333,0.3,0,0.88,1,0.909090909090909,0,0,0.777777777777778,0,0,0,0.833333333333333
"bin_s5.cct46",0,0,0,0,0.133333333333333,0,0,0,0.0833333333333333,0,0,0.88,0.666666666666667,0.333333333333333,0,0,0.148148148148148,0,0,0,0.666666666666667
"bin_s5.cct63",0.307692307692308,0.0769230769230769,0,0,0.133333333333333,0,0.538461538461538,0,0.333333333333333,0.7,0,0.6,1,0.696969696969697,0.0909090909090909,0,0.555555555555556,0,0,0,0.833333333333333
"bin_s5.cct76",0,0,0.4,0,0.133333333333333,0,0.307692307692308,0,0.416666666666667,0,0,0.96,1,0.757575757575758,0,0,0.481481481481481,0,0,0,0.833333333333333
"bin_s5.mtb7",0.0769230769230769,0.307692307692308,0,0,0.133333333333333,0,0.230769230769231,0,0.333333333333333,0.3,0,0.56,0.5,0.363636363636364,0,0,0.185185185185185,0,0,0,0.5
"bin_s6.cct39",0,0,0.4,0,0.133333333333333,0,0.230769230769231,0.272727272727273,0.25,0.3,0,0.92,0.833333333333333,0.848484848484849,0.0909090909090909,0,0.37037037037037,0,0,0,1
"bin_s6.mtb27",0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0,0.333333333333333,0.0909090909090909,0.0909090909090909,0,0,0,0,0,0.666666666666667
"bin_s6.mtb31_sub",0,0,0,0,0,0,0.153846153846154,0,0,0,0,0.08,0.333333333333333,0.0303030303030303,0,0,0,0,0,0,0
"bin_s6.mtb47",0.153846153846154,0.461538461538462,0,0,0.266666666666667,0,0.384615384615385,0,0.25,0.7,0,1,1,0.515151515151515,0.272727272727273,0,0.444444444444444,0,0,0.142857142857143,0.833333333333333
"bin_s6.mtb55",0.307692307692308,0.230769230769231,0,0,0.266666666666667,0,0.461538461538462,0,0.416666666666667,0.3,0,0.52,0.5,0.575757575757576,0,0,0.111111111111111,0,0,0,0.833333333333333
"bin_s6.mtb9",0,0.307692307692308,0.4,0,0.466666666666667,0.04,0.538461538461538,0.727272727272727,0.25,0.7,0.714285714285714,0.92,1,0.909090909090909,0.272727272727273,0,0.777777777777778,0,0,0,0.833333333333333
"bin_s6.mxb12",0.0769230769230769,0.115384615384615,0.2,0,0.266666666666667,0,0.538461538461538,0.727272727272727,0.25,0.7,0,1,1,0.848484848484849,0.0909090909090909,0,0.888888888888889,0,0,0,0.833333333333333
"bin_s6.vmb19",0,0,0,0,0.133333333333333,0,0.384615384615385,0,0.25,0.3,0,0.72,0.833333333333333,0.787878787878788,0,0,0.62962962962963,0,0,0,0.666666666666667
"bin_s6.vmb27",0.0769230769230769,0.0384615384615385,0,0,0.133333333333333,0,0.461538461538462,0,0.25,0.3,0,0.56,0.833333333333333,0.606060606060606,0,0,0.296296296296296,0,0,0,0.833333333333333
