"","sample_id","Q","FDis","D_q","MD_q","FD_q","individual_id","treatment","cage","sex","species"
"210","PRE_S23",5.01187344515781,3.88273906516351,11.8089374740933,59.1849001419374,698.910785186596,"S23","Day1",3,"MALE","CR"
"211","POST_S23",6.48534707583292,5.21087971938446,12.6550453380419,82.0723612776029,1038.62945296822,"S23","Acc",3,"MALE","CR"
"212","POST_S13",5.75592765773666,4.37369596097667,16.7778078982551,96.571848517759,1620.26392281035,"S13","Acc",1,"MALE","CR"
"213","DIET_S18",4.04360946727087,3.18216074402078,11.5826387502384,46.8356677064424,542.480619669928,"S18","Diet",4,"FEMALE","CR"
"214","POST_S22",5.35150959775619,4.40159460624879,8.37845239791794,44.8373684218012,375.667756969971,"S22","Acc",4,"FEMALE","CR"
"215","PRE_S18",4.98479446014469,3.79845475122781,12.5193591958528,62.4064323640483,781.288542897211,"S18","Day1",4,"FEMALE","CR"
"216","COLD_S13",5.27820856653298,4.1144566919742,10.8265300669834,57.1446837453787,618.6786367376,"S13","Cold",1,"MALE","CR"
"217","COLD_S14",5.68980995932746,4.25048332970888,13.4620198303993,76.5963345036699,1031.1413740243,"S14","Cold",5,"MALE","CR"
"218","PRE_S21",3.20082324077867,2.47946396466923,13.2969024134724,42.5610342754084,565.929919376557,"S21","Day1",1,"MALE","CR"
"219","COLD_S27",4.14560954262479,3.42079452596591,8.36827307285538,34.6915927061194,290.308721097085,"S27","Cold",3,"MALE","CR"
"220","PRE_S17",4.9920173677083,4.1007004387311,8.84265178769725,44.1426713007815,390.338271291588,"S17","Day1",3,"MALE","CR"
"221","COLD_S19",3.62138279080027,2.9169611841071,10.6801324877966,38.6768479947736,413.073860794554,"S19","Cold",2,"FEMALE","CR"
"222","HEAT_S27",5.76316775975569,4.34699731149354,16.276908442262,93.8065539629398,1526.88069013888,"S27","Heat",3,"MALE","CR"
"223","COLD_S28",3.02141519406157,2.38930097981748,11.9653146913244,36.1521836100958,432.572253673337,"S28","Cold",1,"MALE","CR"
"224","HEAT_S28",5.17480101140546,4.02267864108321,12.797533649782,66.2246900743871,847.512699673351,"S28","Heat",1,"MALE","CR"
"225","POST_S35",5.05374214604696,3.71354087243732,14.0945798636522,71.2303722877637,1003.96217092756,"S35","Acc",4,"FEMALE","CR"
